선수,연도,팀,연봉,WAR
이준호,2018,KIA,0,
김지성,2018,KIA,0,0.000
이호신,2018,KIA,0,
김종훈,2018,KIA,0,
전은석,2018,KIA,0,
오상엽,2018,KIA,0,
러프,2018,삼성,"140,000",5.484
강민호,2018,삼성,"100,000",1.992
윤성환,2018,삼성,"80,000",-0.523
우규민,2018,삼성,"70,000",1.394
이원석,2018,삼성,"30,000",3.315
박해민,2018,삼성,"29,000",3.502
박한이,2018,삼성,"25,000",0.597
구자욱,2018,삼성,"25,000",3.907
김상수,2018,삼성,"24,000",1.039
심창민,2018,삼성,"23,000",1.859
이지영,2018,삼성,"21,000",1.569
장원삼,2018,삼성,"20,000",0.178
손주인,2018,삼성,"18,000",-0.816
백정현,2018,삼성,"15,500",2.338
강한울,2018,삼성,"15,500",-0.172
권오준,2018,삼성,"15,000",1.058
배영섭,2018,삼성,"13,000",-0.419
김대우,2018,삼성,"12,000",-0.429
김헌곤,2018,삼성,"8,500",1.691
박근홍,2018,삼성,"8,000",-0.101
이승현,2018,삼성,"7,000",-0.077
한기주,2018,삼성,"6,000",-0.051
정인욱,2018,삼성,"5,700",0.485
박찬도,2018,삼성,"5,000",-0.323
김성훈,2018,삼성,"4,700",0.277
정병곤,2018,삼성,"4,500",-0.328
권정웅,2018,삼성,"4,500",-0.196
최충연,2018,삼성,"4,500",2.981
김승현,2018,삼성,"4,000",0.563
임현준,2018,삼성,"3,500",0.641
김민수,2018,삼성,"3,300",-0.038
김시현,2018,삼성,"3,300",-0.128
최영진,2018,삼성,"3,300",0.334
안주형,2018,삼성,"3,100",-0.179
최지광,2018,삼성,"3,100",-0.182
김응민,2018,삼성,"3,000",-0.024
김성윤,2018,삼성,"3,000",-0.051
이현동,2018,삼성,"3,000",
이성곤,2018,삼성,"3,000",-0.139
홍정우,2018,삼성,"2,900",
황선도,2018,삼성,"2,800",
김결의,2018,삼성,"2,800",
김호재,2018,삼성,"2,800",-0.240
장지훈,2018,삼성,"2,800",0.038
이수민,2018,삼성,"2,800",
최채흥,2018,삼성,"2,700",0.779
이재익,2018,삼성,"2,700",
채상준,2018,삼성,"2,700",
윤정빈,2018,삼성,"2,700",
이태훈,2018,삼성,"2,700",
김태우,2018,삼성,"2,700",
김윤수,2018,삼성,"2,700",
김태수,2018,삼성,"2,700",
김선우,2018,삼성,"2,700",
맹성주,2018,삼성,"2,700",
문용익,2018,삼성,"2,700",
박세웅,2018,삼성,"2,700",
박용민,2018,삼성,"2,700",
김용하,2018,삼성,"2,700",-0.057
백승민,2018,삼성,"2,700",-0.180
양창섭,2018,삼성,"2,700",1.423
서주원,2018,삼성,"2,700",
송준석,2018,삼성,"2,700",0.047
공민규,2018,삼성,"2,700",
안도원,2018,삼성,"2,700",
김기태,2018,삼성,0,-0.120
최원제,2018,삼성,0,0.025
최종현,2018,삼성,0,
곽경문,2018,삼성,0,
곽병선,2018,삼성,0,
김동찬,2018,삼성,0,
김영한,2018,삼성,0,
조동찬,2018,삼성,0,-0.162
정두산,2018,삼성,0,
보니야,2018,삼성,0,1.771
백상원,2018,삼성,0,0.160
이은형,2018,삼성,0,
아델만,2018,삼성,0,2.812
안규현,2018,삼성,0,
안성무,2018,삼성,0,-0.034
황수범,2018,삼성,0,-0.033
린드블럼,2018,두산,"135,000",6.813
장원준,2018,두산,"100,000",-2.191
후랭코프,2018,두산,"70,000",4.118
김재호,2018,두산,"65,000",3.568
양의지,2018,두산,"60,000",6.643
오재원,2018,두산,"55,000",3.335
유희관,2018,두산,"50,000",-0.527
김재환,2018,두산,"47,000",6.246
이현승,2018,두산,"40,000",0.349
박건우,2018,두산,"37,000",3.399
오재일,2018,두산,"30,000",3.203
허경민,2018,두산,"26,500",4.054
이용찬,2018,두산,"23,500",3.913
최주환,2018,두산,"20,000",4.507
함덕주,2018,두산,"16,000",2.948
김강률,2018,두산,"15,000",1.040
박세혁,2018,두산,"10,000",1.322
김승회,2018,두산,"10,000",1.215
류지혁,2018,두산,"9,500",0.865
홍상삼,2018,두산,"9,000",0.246
정진호,2018,두산,"8,500",0.602
변진수,2018,두산,"6,000",-0.239
신성현,2018,두산,"5,700",-0.251
이현호,2018,두산,"5,200",0.269
김명신,2018,두산,"5,200",
국해성,2018,두산,"5,000",0.167
조수행,2018,두산,"4,500",-0.022
이영하,2018,두산,"4,200",1.316
김정후,2018,두산,"3,500",0.355
최대성,2018,두산,"3,500",-0.438
박치국,2018,두산,"3,400",1.720
고봉재,2018,두산,"3,300",
김인태,2018,두산,"3,200",0.011
유재유,2018,두산,"3,200",-0.022
김도현,2018,두산,"3,200",
고토,2018,두산,"3,000",
백동훈,2018,두산,"3,000",0.037
김민혁,2018,두산,"3,000",0.005
양종민,2018,두산,"2,900",-0.031
황경태,2018,두산,"2,800",-0.210
이우성,2018,두산,"2,800",
장승현,2018,두산,"2,800",0.091
박유연,2018,두산,"2,800",
박종기,2018,두산,"2,800",
이승민,2018,두산,"2,700",
최동현,2018,두산,"2,700",
홍성호,2018,두산,"2,700",
전민재,2018,두산,"2,700",0.047
정우석,2018,두산,"2,700",
정철원,2018,두산,"2,700",
문대원,2018,두산,"2,700",
한주성,2018,두산,"2,700",0.013
현도훈,2018,두산,"2,700",
이병휘,2018,두산,"2,700",-0.014
곽빈,2018,두산,"2,700",-0.362
박정준,2018,두산,"2,700",
이동원,2018,두산,"2,700",
박성모,2018,두산,"2,700",-0.036
배창현,2018,두산,"2,700",
백민규,2018,두산,"2,700",
박신지,2018,두산,"2,700",0.610
김호준,2018,두산,"2,700",
신창희,2018,두산,"2,700",
김민규,2018,두산,"2,700",-0.072
신민철,2018,두산,"2,700",
권민석,2018,두산,"2,700",
양구렬,2018,두산,"2,700",
안준,2018,두산,"2,700",
김경호,2018,두산,"2,700",
최병욱,2018,두산,0,
김승후,2018,두산,0,
문진제,2018,두산,0,
파레디스,2018,두산,0,-0.739
계정웅,2018,두산,0,
남경호,2018,두산,0,
박성환,2018,두산,0,
방건우,2018,두산,0,
반슬라이크,2018,두산,0,-0.454
신현수,2018,두산,0,
이원재,2018,두산,0,
이정담,2018,두산,0,
이지모,2018,두산,0,
송주영,2018,두산,0,
성영훈,2018,두산,0,
임진우,2018,두산,0,
사공엽,2018,두산,0,
정덕현,2018,두산,0,
양구열,2018,두산,0,
김광현,2018,SK,"140,000",5.263
최정,2018,SK,"120,000",3.804
산체스,2018,SK,"85,000",1.885
김강민,2018,SK,"60,000",1.511
로맥,2018,SK,"50,000",5.362
박정권,2018,SK,"40,000",-0.134
이재원,2018,SK,"35,000",4.134
정의윤,2018,SK,"30,000",0.169
채병용,2018,SK,"30,000",0.507
나주환,2018,SK,"30,000",1.271
김성현,2018,SK,"25,000",0.698
박종훈,2018,SK,"20,000",3.379
박희수,2018,SK,"18,500",0.829
한유섬,2018,SK,"15,000",4.480
박정배,2018,SK,"14,000",0.260
노수광,2018,SK,"13,000",3.046
윤희상,2018,SK,"13,000",0.712
김동엽,2018,SK,"11,500",-0.123
신재웅,2018,SK,"11,000",1.683
이성우,2018,SK,"9,000",-0.025
김주한,2018,SK,"9,000",-0.320
문승원,2018,SK,"9,000",2.412
전유수,2018,SK,"8,500",0.197
허도환,2018,SK,"6,800",0.104
정진기,2018,SK,"6,200",-0.898
조용호,2018,SK,"6,200",-0.271
서진용,2018,SK,"6,000",0.111
문광은,2018,SK,"6,000",
최승준,2018,SK,"5,600",0.059
김재현,2018,SK,"5,100",0.237
박승욱,2018,SK,"4,500",0.381
최항,2018,SK,"4,200",1.306
백인식,2018,SK,"4,000",-0.440
김택형,2018,SK,"4,000",-0.129
김태훈,2018,SK,"4,000",2.262
신동훈,2018,SK,"3,800",
정영일,2018,SK,"3,000",-0.042
강지광,2018,SK,"3,000",-0.213
김대유,2018,SK,"3,000",
윤정우,2018,SK,"3,000",0.094
최민재,2018,SK,"2,800",
허웅,2018,SK,"2,700",
전경원,2018,SK,"2,700",
하성진,2018,SK,"2,700",
최진호,2018,SK,"2,700",
정동윤,2018,SK,"2,700",0.115
최준우,2018,SK,"2,700",
최민준,2018,SK,"2,700",-0.163
조성훈,2018,SK,"2,700",-0.063
최경태,2018,SK,"2,700",
임석진,2018,SK,"2,700",
이희재,2018,SK,"2,700",
권기영,2018,SK,"2,700",
유호식,2018,SK,"2,700",
안상현,2018,SK,"2,700",0.027
신동민,2018,SK,"2,700",
서동민,2018,SK,"2,700",
박성한,2018,SK,"2,700",-0.361
박규민,2018,SK,"2,700",
김표승,2018,SK,"2,700",
김정우,2018,SK,"2,700",
최수빈,2018,SK,"2,700",
김민재,2018,SK,"2,700",
봉민호,2018,SK,"2,700",0.007
이재록,2018,SK,"2,700",
이승진,2018,SK,"2,700",0.556
이원준,2018,SK,"2,700",-0.618
이재관,2018,SK,"2,700",
이채호,2018,SK,"2,700",
이정범,2018,SK,"2,700",
임준혁,2018,SK,0,0.014
장민익,2018,SK,0,
강동권,2018,SK,0,
류효용,2018,SK,0,
이동근,2018,SK,0,
정영광,2018,SK,0,
김성호,2018,SK,0,
정혁진,2018,SK,0,
이케빈,2018,SK,0,
김현수,2018,LG,"140,000",5.561
소사,2018,LG,"120,000",4.952
차우찬,2018,LG,"100,000",0.814
박용택,2018,LG,"80,000",1.518
윌슨,2018,LG,"80,000",6.314
이동현,2018,LG,"60,000",-0.471
정상호,2018,LG,"50,000",-0.047
류중일,2018,LG,"50,000",
오지환,2018,LG,"29,000",3.096
류제국,2018,LG,"29,000",
진해수,2018,LG,"19,000",-0.494
유강남,2018,LG,"18,500",3.579
양석환,2018,LG,"16,000",1.602
임정우,2018,LG,"14,000",0.036
임찬규,2018,LG,"11,500",0.396
채은성,2018,LG,"11,000",3.899
신정락,2018,LG,"10,500",0.015
이형종,2018,LG,"10,500",3.234
정찬헌,2018,LG,"9,500",1.159
김지용,2018,LG,"9,000",0.352
안익훈,2018,LG,"9,000",-0.668
김용의,2018,LG,"9,000",-0.668
이천웅,2018,LG,"8,000",2.104
문선재,2018,LG,"7,000",-0.216
김단우,2018,LG,"7,000",-1.194
임훈,2018,LG,"7,000",-0.367
김재율,2018,LG,"6,800",0.016
강승호,2018,LG,"6,600",
최동환,2018,LG,"6,500",0.678
최성훈,2018,LG,"6,000",0.456
윤지웅,2018,LG,"5,800",0.057
정주현,2018,LG,"5,000",1.037
박지규,2018,LG,"5,000",-0.650
윤진호,2018,LG,"4,200",-0.292
고우석,2018,LG,"4,000",-0.005
여건욱,2018,LG,"4,000",0.299
임지섭,2018,LG,"3,700",-0.645
장시윤,2018,LG,"3,600",-0.053
서상우,2018,LG,"3,500",0.308
장준원,2018,LG,"3,400",
최민창,2018,LG,"3,000",
손주영,2018,LG,"3,000",-0.167
이우찬,2018,LG,"3,000",-0.271
백승현,2018,LG,"3,000",-0.001
양원혁,2018,LG,"2,900",0.096
김재성,2018,LG,"2,900",
김주성,2018,LG,"2,900",
윤대영,2018,LG,"2,900",-0.230
진재혁,2018,LG,"2,700",
조선명,2018,LG,"2,700",
한석현,2018,LG,"2,700",
최우혁,2018,LG,"2,700",
전준호,2018,LG,"2,700",
이찬혁,2018,LG,"2,700",
최현준,2018,LG,"2,700",
이재원,2018,LG,"2,700",
이상규,2018,LG,"2,700",
류형우,2018,LG,"2,700",
문성주,2018,LG,"2,700",-0.053
김의준,2018,LG,"2,700",
배재준,2018,LG,"2,700",0.405
김영준,2018,LG,"2,700",0.245
백남원,2018,LG,"2,700",
김성협,2018,LG,"2,700",
김기연,2018,LG,"2,700",0.004
송찬의,2018,LG,"2,700",
김태형,2018,LG,"2,700",-0.127
이강욱,2018,LG,"2,700",
유원석,2018,LG,"2,700",
성동현,2018,LG,"2,700",0.017
오석주,2018,LG,"2,700",
강병의,2018,LG,0,
강구성,2018,LG,0,
김재민,2018,LG,0,
김광수,2018,LG,0,
가르시아,2018,LG,0,1.278
이창율,2018,LG,0,
오세민,2018,LG,0,
이나현,2018,LG,0,
봉중근,2018,LG,0,
전인환,2018,LG,0,0.102
전호영,2018,LG,0,
배민관,2018,LG,0,0.341
조윤준,2018,LG,0,
조학진,2018,LG,0,
이대호,2018,롯데,"250,000",3.699
손아섭,2018,롯데,"150,000",5.120
레일리,2018,롯데,"111,000",2.948
민병헌,2018,롯데,"100,000",2.813
번즈,2018,롯데,"73,000",3.248
손승락,2018,롯데,"70,000",2.235
윤길현,2018,롯데,"50,000",0.622
송승준,2018,롯데,"40,000",0.352
전준우,2018,롯데,"27,000",4.799
박세웅,2018,롯데,"25,000",-1.204
채태인,2018,롯데,"20,000",0.438
문규현,2018,롯데,"18,000",0.357
김문호,2018,롯데,"15,000",-0.310
배장호,2018,롯데,"13,000",0.135
박진형,2018,롯데,"10,500",-0.332
고효준,2018,롯데,"10,000",-0.141
정훈,2018,롯데,"10,000",0.771
노경은,2018,롯데,"10,000",3.406
신본기,2018,롯데,"9,000",1.352
이병규,2018,롯데,"9,000",1.716
장시환,2018,롯데,"8,500",0.479
김원중,2018,롯데,"6,300",0.019
김동한,2018,롯데,"6,300",-0.455
박시영,2018,롯데,"6,300",-0.360
황진수,2018,롯데,"6,200",-0.180
김상호,2018,롯데,"6,200",
오현택,2018,롯데,"6,000",1.643
나경민,2018,롯데,"5,800",0.349
조무근,2018,롯데,"5,700",-0.037
김사훈,2018,롯데,"4,000",-0.571
최영환,2018,롯데,"3,700",
구승민,2018,롯데,"3,400",2.197
진명호,2018,롯데,"3,300",1.186
오윤석,2018,롯데,"3,100",-0.135
이인복,2018,롯데,"3,100",
김대우,2018,롯데,"2,900",-0.096
안중열,2018,롯데,"2,800",0.438
조홍석,2018,롯데,"2,800",0.060
차재용,2018,롯데,"2,800",
나원탁,2018,롯데,"2,800",-0.349
나종덕,2018,롯데,"2,800",-1.616
전병우,2018,롯데,"2,700",1.117
장두성,2018,롯데,"2,700",
이호연,2018,롯데,"2,700",
정보근,2018,롯데,"2,700",
정성종,2018,롯데,"2,700",0.156
정태승,2018,롯데,"2,700",-0.066
홍지훈,2018,롯데,"2,700",
강태율,2018,롯데,"2,700",
최하늘,2018,롯데,"2,700",
한동희,2018,롯데,"2,700",-0.311
허일,2018,롯데,"2,700",-0.016
이찬건,2018,롯데,"2,700",
김도규,2018,롯데,"2,700",
윤성빈,2018,롯데,"2,700",0.389
배성근,2018,롯데,"2,700",
김현,2018,롯데,"2,700",
강동관,2018,롯데,"2,700",
이승헌,2018,롯데,"2,700",
김건국,2018,롯데,"2,700",0.472
김동우,2018,롯데,"2,700",
박승완,2018,롯데,0,
박휘성,2018,롯데,0,
이정민,2018,롯데,0,
박헌도,2018,롯데,0,-0.281
듀브론트,2018,롯데,0,2.329
박지호,2018,롯데,0,
신원재,2018,롯데,0,
송주은,2018,롯데,0,
조정훈,2018,롯데,0,-0.438
임지유,2018,롯데,0,
이명우,2018,롯데,0,0.053
이재욱,2018,롯데,0,
이도윤,2018,롯데,0,
정준혁,2018,롯데,0,
양형진,2018,롯데,0,
고성우,2018,롯데,0,
송창현,2018,롯데,0,
최승훈,2018,롯데,0,
김태균,2018,한화,"160,000",0.436
정우람,2018,한화,"120,000",2.006
정근우,2018,한화,"70,000",1.273
배영수,2018,한화,"50,000",-0.034
권혁,2018,한화,"45,000",0.223
송은범,2018,한화,"45,000",2.928
이용규,2018,한화,"40,000",1.812
호잉,2018,한화,"40,000",4.823
안영명,2018,한화,"35,000",0.498
이성열,2018,한화,"25,000",1.529
송광민,2018,한화,"24,000",1.579
송창식,2018,한화,"24,000",0.181
윤규진,2018,한화,"21,000",0.176
심수창,2018,한화,"20,000",-0.202
최진행,2018,한화,"19,000",-0.256
하주석,2018,한화,"12,000",0.805
양성우,2018,한화,"10,000",0.353
오선진,2018,한화,"8,600",-0.570
최재훈,2018,한화,"8,000",0.836
이태양,2018,한화,"7,300",2.619
장민재,2018,한화,"7,100",1.145
김회성,2018,한화,"5,800",0.462
강경학,2018,한화,"5,800",1.750
김재영,2018,한화,"5,300",1.033
백창수,2018,한화,"5,000",-0.414
최윤석,2018,한화,"4,800",0.003
김경태,2018,한화,"4,000",-0.133
정재원,2018,한화,"4,000",
김범수,2018,한화,"3,600",0.361
김민우,2018,한화,"3,600",-0.119
이시원,2018,한화,"3,300",-0.059
이창열,2018,한화,"3,200",
김민하,2018,한화,"3,200",-0.151
박상원,2018,한화,"3,100",2.437
김태연,2018,한화,"3,000",-0.148
강상원,2018,한화,"3,000",-0.012
이충호,2018,한화,"3,000",
박준혁,2018,한화,"3,000",0.098
김진영,2018,한화,"3,000",-0.135
서균,2018,한화,"3,000",0.204
문동욱,2018,한화,"2,900",
조지훈,2018,한화,"2,800",
원혁재,2018,한화,"2,800",
장진혁,2018,한화,"2,800",-0.100
지시완,2018,한화,"2,800",0.491
김인환,2018,한화,"2,800",-0.202
정기훈,2018,한화,"2,700",
문재현,2018,한화,"2,700",
이성원,2018,한화,"2,700",
이원석,2018,한화,"2,700",
김진욱,2018,한화,"2,700",0.020
박주홍,2018,한화,"2,700",-0.198
이승관,2018,한화,"2,700",
김민기,2018,한화,"2,700",
권용우,2018,한화,"2,700",
이도윤,2018,한화,"2,700",-0.025
윤호솔,2018,한화,"2,700",
김병현,2018,한화,"2,700",
정은원,2018,한화,"2,700",-0.021
김종수,2018,한화,"2,700",0.170
김성훈,2018,한화,"2,700",0.732
황영국,2018,한화,"2,700",
정문근,2018,한화,"2,700",
조정원,2018,한화,0,
채기영,2018,한화,0,
김명서,2018,한화,0,
김강래,2018,한화,0,
강승현,2018,한화,0,0.016
헤일,2018,한화,0,1.481
강명준,2018,한화,0,
홍성갑,2018,한화,0,
홍유상,2018,한화,0,
휠러,2018,한화,0,1.426
김혁민,2018,한화,0,
정경운,2018,한화,0,-0.236
여인태,2018,한화,0,
염진우,2018,한화,0,
안승민,2018,한화,0,
오흥진,2018,한화,0,
송주호,2018,한화,0,
성시헌,2018,한화,0,
이동걸,2018,한화,0,-0.080
샘슨,2018,한화,0,2.969
엄태용,2018,한화,0,
박정진,2018,한화,0,
이주형,2018,한화,0,
임익준,2018,한화,0,
임지훈,2018,한화,0,
장민석,2018,한화,0,
김지훈,2018,한화,0,
양경민,2018,한화,0,
박병호,2018,넥센,"150,000",6.812
브리검,2018,넥센,"65,000",5.776
이택근,2018,넥센,"50,000",1.047
서건창,2018,넥센,"38,000",0.539
김민성,2018,넥센,"35,000",1.722
김하성,2018,넥센,"32,000",4.395
한현희,2018,넥센,"23,000",2.828
박동원,2018,넥센,"18,000",0.510
김상수,2018,넥센,"16,500",0.968
최원태,2018,넥센,"15,000",3.661
오주원,2018,넥센,"15,000",0.129
장필준,2018,넥센,"14,000",
신재영,2018,넥센,"14,000",-0.365
이보근,2018,넥센,"14,000",0.904
조상우,2018,넥센,"12,000",0.276
이정후,2018,넥센,"11,000",4.053
고종욱,2018,넥센,"11,000",-0.544
장현식,2018,넥센,"10,200",
구창모,2018,넥센,"9,000",
문성현,2018,넥센,"8,800",0.042
김지수,2018,넥센,"6,200",-0.308
김태완,2018,넥센,"6,000",-0.451
장영석,2018,넥센,"6,000",0.208
김성민,2018,넥센,"5,500",-0.081
하영민,2018,넥센,"5,500",-0.321
박정음,2018,넥센,"5,500",-0.177
김재현,2018,넥센,"5,000",-0.443
임병욱,2018,넥센,"5,000",2.133
김동준,2018,넥센,"4,900",0.346
허정협,2018,넥센,"4,500",-0.091
윤영삼,2018,넥센,"4,500",0.351
이상민,2018,넥센,"4,200",0.222
박주현,2018,넥센,"4,000",
주효상,2018,넥센,"3,500",-0.172
송성문,2018,넥센,"3,500",1.779
김정인,2018,넥센,"3,200",-0.106
이승원,2018,넥센,"3,000",
양현,2018,넥센,"3,000",1.010
오윤성,2018,넥센,"2,900",
김혜성,2018,넥센,"2,900",1.301
김규민,2018,넥센,"2,900",0.610
이영준,2018,넥센,"2,900",-0.166
손동욱,2018,넥센,"2,800",
이재승,2018,넥센,"2,700",
추재현,2018,넥센,"2,700",
임규빈,2018,넥센,"2,700",
이찬석,2018,넥센,"2,700",
최규보,2018,넥센,"2,700",
정동욱,2018,넥센,"2,700",
조성운,2018,넥센,"2,700",-0.094
이승호,2018,넥센,"2,700",0.547
이병규,2018,넥센,"2,700",
서의태,2018,넥센,"2,700",-0.123
배현호,2018,넥센,"2,700",
변상권,2018,넥센,"2,700",
김재웅,2018,넥센,"2,700",
김한별,2018,넥센,"2,700",
신효승,2018,넥센,"2,700",
김수환,2018,넥센,"2,700",
안우진,2018,넥센,"2,700",-0.330
김선기,2018,넥센,"2,700",-0.339
김종덕,2018,넥센,"2,700",0.034
양지율,2018,넥센,"2,700",
예진원,2018,넥센,"2,700",-0.175
초이스,2018,넥센,0,0.457
김영광,2018,넥센,0,
신철언,2018,넥센,0,
김성택,2018,넥센,0,
해커,2018,넥센,0,0.937
조재건,2018,넥센,0,
김성현,2018,넥센,0,
김한솔,2018,넥센,0,
안현석,2018,넥센,0,
안준모,2018,넥센,0,
이재영,2018,넥센,0,
박성민,2018,넥센,0,
로저스,2018,넥센,0,1.966
노윤상,2018,넥센,0,
김해수,2018,넥센,0,
조병규,2018,넥센,0,
김상훈,2018,넥센,0,
박석민,2018,NC,"75,000",0.986
손시헌,2018,NC,"50,000",0.035
나성범,2018,NC,"43,000",5.429
박민우,2018,NC,"32,000",2.725
임창민,2018,NC,"25,000",-0.090
김진성,2018,NC,"23,000",-0.263
이재학,2018,NC,"19,000",2.666
이민호,2018,NC,"18,800",0.154
원종현,2018,NC,"18,500",0.875
모창민,2018,NC,"18,500",0.570
지석훈,2018,NC,"15,000",-0.867
권희동,2018,NC,"13,000",1.033
최금강,2018,NC,"12,500",-0.328
김성욱,2018,NC,"10,500",2.149
강윤구,2018,NC,"8,500",-0.107
이상호,2018,NC,"7,500",-0.758
유원상,2018,NC,"6,000",-0.003
정범모,2018,NC,"5,500",-0.480
김종민,2018,NC,"5,300",-0.089
윤수호,2018,NC,"4,700",
손정욱,2018,NC,"4,600",
노건우,2018,NC,"4,500",-0.240
김건태,2018,NC,"4,500",0.062
노진혁,2018,NC,"4,300",1.646
정수민,2018,NC,"4,200",0.135
민태호,2018,NC,"4,000",0.036
박광열,2018,NC,"3,600",-0.166
이형범,2018,NC,"3,500",0.423
이재율,2018,NC,"3,200",-0.202
도태훈,2018,NC,"3,000",0.156
강진성,2018,NC,"3,000",-0.325
배재환,2018,NC,"3,000",0.788
최성영,2018,NC,"2,900",0.432
신진호,2018,NC,"2,800",-0.156
이우석,2018,NC,"2,800",0.018
천재환,2018,NC,"2,700",
유영준,2018,NC,"2,700",
이호중,2018,NC,"2,700",
윤강민,2018,NC,"2,700",-0.278
이승헌,2018,NC,"2,700",
윤수강,2018,NC,"2,700",
이도현,2018,NC,"2,700",
이원재,2018,NC,"2,700",0.350
최보성,2018,NC,"2,700",
이인혁,2018,NC,"2,700",0.003
최상인,2018,NC,"2,700",
이재용,2018,NC,"2,700",
오영수,2018,NC,"2,700",-0.235
김진형,2018,NC,"2,700",
김시훈,2018,NC,"2,700",
문석종,2018,NC,"2,700",
김영중,2018,NC,"2,700",
김형준,2018,NC,"2,700",-0.517
박헌욱,2018,NC,"2,700",-0.050
김철호,2018,NC,"2,700",0.004
김민수,2018,NC,"2,700",
김재균,2018,NC,"2,700",0.110
소이현,2018,NC,"2,700",
송동욱,2018,NC,"2,700",
신민혁,2018,NC,"2,700",
김찬형,2018,NC,"2,700",0.045
김영규,2018,NC,"2,700",
이훈,2018,NC,0,
이효준,2018,NC,0,
조무성,2018,NC,0,
조원빈,2018,NC,0,-0.021
조평호,2018,NC,0,
김병재,2018,NC,0,
김도환,2018,NC,0,
김경년,2018,NC,0,
구황,2018,NC,0,
공수빈,2018,NC,0,
왕웨이중,2018,NC,0,2.277
이지우,2018,NC,0,
심규범,2018,NC,0,0.028
스크럭스,2018,NC,0,1.189
윤병호,2018,NC,0,-0.122
박민주,2018,NC,0,
이국필,2018,NC,0,
베렛,2018,NC,0,2.217
이범준,2018,NC,0,
박으뜸,2018,NC,0,
류재인,2018,NC,0,-0.065
노병훈,2018,NC,0,
김희원,2018,NC,0,
이종욱,2018,NC,0,-0.376
이준평,2018,NC,0,
홍지운,2018,NC,0,
황재균,2018,kt,"120,000",3.217
로하스,2018,kt,"80,000",5.992
유한준,2018,kt,"60,000",2.836
윤석민,2018,kt,"31,000",0.393
박경수,2018,kt,"23,000",2.551
이대형,2018,kt,"20,000",0.004
고영표,2018,kt,"11,500",1.802
김재윤,2018,kt,"11,000",1.383
이상화,2018,kt,"10,000",0.536
오태곤,2018,kt,"8,300",0.161
금민철,2018,kt,"8,000",1.893
정현,2018,kt,"7,800",-0.584
주권,2018,kt,"7,600",-1.038
엄상백,2018,kt,"7,600",0.165
장성우,2018,kt,"7,300",0.491
이해창,2018,kt,"7,100",-0.134
심우준,2018,kt,"6,300",0.150
하준호,2018,kt,"5,700",-0.220
전민수,2018,kt,"5,100",-0.419
배우열,2018,kt,"4,700",0.154
